מחוז , מעמד מוניצפלי ,מועצה/ עירייה, יישוב,סמל יישוב,ביטולים,טכנולוגיה,סיווג  של הטכנולוגיה,תשובת מחלק,שם הסדרה,תאריך תשובת מחלק,הספק MW
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],17/08/2023 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],18/09/2023 00:00,0.012
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],02/10/2023 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],11/10/2023 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],20/11/2023 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],11/02/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],14/02/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],15/02/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],19/02/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],09/05/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],21/05/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],28/08/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],18/09/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],29/09/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],30/09/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],30/09/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],01/10/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],31/10/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],17/11/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],18/12/2024 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],24/01/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],01/04/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],22/04/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],12/05/2025 00:00,0.0135
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],19/05/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],12/06/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],25/06/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],06/08/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],11/09/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],27/10/2025 00:00,0.018
"יו""ש",מועצה מקומית,קרני שומרון,קרני שומרון,3640,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],29/10/2025 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,שילה,3641,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],01/07/2024 00:00,0.0144
"יו""ש",מועצה אזורית,מטה בנימין,שילה,3641,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],01/01/2025 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,שילה,3641,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],16/02/2025 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,שילה,3641,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],08/07/2025 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,שילה,3641,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],05/11/2025 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,שילה,3641,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],24/11/2025 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],19/07/2023 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],15/08/2023 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],10/09/2023 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],13/09/2023 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],27/06/2024 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],29/09/2024 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],24/12/2024 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],24/04/2025 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],21/08/2025 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],31/08/2025 00:00,0.018
"יו""ש",מועצה אזורית,שומרון,חיננית,3643,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],11/09/2025 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,גבעון החדשה,3644,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],31/10/2023 00:00,0.018
"יו""ש",מועצה אזורית,מטה בנימין,גבעון החדשה,3644,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,מסלול ירוק (מהיר) [313],29/11/2023 00:00,0.018
